date,order_id,region,country,sales_rep,product,category,units,unit_price,revenue,discount_pct,margin_pct,customer,segment,channel,status
2024-10-17,ORD-100950,EMEA,Germany,A. Chen,Consensus Add-on,Add-on,205,935.6,182208.1,5,48.0,"Wayne LLC",Enterprise,Self-Serve,paid
2024-04-07,ORD-100951,North America,United States,E. Santos,Enterprise SSO,Add-on,78,27.3,2022.93,5,63.8,"Massive SA",Startup,Direct,paid
2024-11-20,ORD-100952,North America,United States,P. Novak,Volume Credits,Usage,30,182.42,5198.97,5,42.4,"Massive LLC",Strategic,Self-Serve,pending
2024-01-05,ORD-100953,LATAM,Brazil,P. Novak,Volume Credits,Usage,200,938.02,140703.0,25,81.7,"Hooli SA",Enterprise,Marketplace,refunded
2024-03-31,ORD-100954,APAC,South Korea,K. Nakamura,Volume Credits,Usage,132,107.94,12823.27,10,49.6,"Soylent LLC",Enterprise,Self-Serve,refunded
2024-08-13,ORD-100955,North America,United States,D. Walsh,Volume Credits,Usage,2,106.79,160.19,25,59.8,"Initech Inc",Strategic,Self-Serve,paid
2024-08-14,ORD-100956,APAC,South Korea,K. Nakamura,Retab Split,Platform,50,2303.43,109412.92,5,47.4,"Soylent GmbH",Strategic,Direct,refunded
2024-06-02,ORD-100957,EMEA,Italy,H. Kim,Retab Split,Platform,83,45.98,3053.07,20,72.6,"Initech Ltd",Mid-Market,Self-Serve,pending
2024-08-30,ORD-100958,LATAM,Chile,N. Costa,Retab Classify,Platform,239,98.45,21176.6,10,54.3,"Hooli GmbH",Enterprise,Self-Serve,paid
2024-06-06,ORD-100959,LATAM,Colombia,D. Walsh,Onboarding,Services,2,2718.91,5437.82,0,80.6,"Vandelay Co",Mid-Market,Marketplace,paid
2024-01-10,ORD-100960,EMEA,Germany,T. Andersson,Consensus Add-on,Add-on,76,2435.76,157350.1,15,56.8,"Stark GmbH",Mid-Market,Partner,pending
2024-09-14,ORD-100961,LATAM,Chile,A. Chen,Retab Extract,Platform,20,45.67,685.05,25,79.4,"Massive SA",Strategic,Marketplace,paid
2024-05-23,ORD-100962,LATAM,Brazil,E. Santos,Retab Extract,Platform,15,967.57,12336.52,15,57.3,"Hooli Inc",Mid-Market,Direct,paid
2024-07-30,ORD-100963,EMEA,South Africa,T. Andersson,Retab Split,Platform,151,100.47,15170.97,0,57.3,"Vandelay Ltd",Enterprise,Self-Serve,refunded
2024-01-12,ORD-100964,EMEA,South Africa,N. Costa,Retab Extract,Platform,223,2598.59,492562.73,15,80.1,"Vandelay SA",Mid-Market,Partner,paid
2024-08-27,ORD-100965,EMEA,Spain,R. Okafor,Priority Support,Services,86,50.74,3927.28,10,49.2,"Acme LLC",Strategic,Marketplace,paid
2024-09-06,ORD-100966,North America,Mexico,D. Walsh,Retab Parse,Platform,234,486.37,91048.46,20,81.8,"Soylent GmbH",Strategic,Self-Serve,pending
2024-06-19,ORD-100967,North America,Mexico,P. Novak,Retab Extract,Platform,145,31.75,4603.75,0,61.4,"Soylent Inc",Strategic,Partner,paid
2024-12-16,ORD-100968,LATAM,Chile,E. Santos,Volume Credits,Usage,116,929.51,91649.69,15,41.2,"Massive GmbH",Strategic,Direct,paid
2024-10-21,ORD-100969,APAC,Japan,F. Haddad,Audit Logs,Add-on,213,179.85,36392.65,5,52.2,"Initech GmbH",Mid-Market,Self-Serve,pending
2024-08-22,ORD-100970,EMEA,South Africa,L. Rossi,Audit Logs,Add-on,237,106.79,25309.23,0,46.3,"Initech LLC",Mid-Market,Direct,paid
2024-09-30,ORD-100971,North America,United States,L. Rossi,Enterprise SSO,Add-on,90,28.0,2142.0,15,78.9,"Umbra LLC",Mid-Market,Marketplace,paid
2024-04-29,ORD-100972,EMEA,South Africa,E. Santos,Priority Support,Services,7,52.7,276.68,25,43.4,"Stark Inc",Mid-Market,Marketplace,paid
2024-08-16,ORD-100973,LATAM,Colombia,P. Novak,Retab Classify,Platform,53,2439.28,129281.84,0,42.1,"Initech Ltd",Startup,Partner,paid
2024-03-02,ORD-100974,LATAM,Chile,L. Rossi,Priority Support,Services,107,46.16,4939.12,0,73.2,"Vandelay SA",Startup,Marketplace,paid
2024-01-04,ORD-100975,LATAM,Colombia,F. Haddad,Onboarding,Services,247,2299.11,482698.14,15,79.6,"Globex SA",Enterprise,Partner,refunded
2024-02-13,ORD-100976,LATAM,Colombia,P. Novak,Retab Parse,Platform,244,103.55,21476.27,15,40.0,"Umbra LLC",Startup,Partner,pending
2024-03-20,ORD-100977,EMEA,UAE,P. Novak,Volume Credits,Usage,196,26.45,4924.99,5,76.1,"Hooli GmbH",Strategic,Partner,paid
2024-03-29,ORD-100978,EMEA,Italy,A. Chen,Retab Split,Platform,190,2654.1,504279.0,0,54.1,"Globex LLC",Strategic,Partner,paid
2024-07-25,ORD-100979,APAC,India,N. Costa,Audit Logs,Add-on,83,30.64,2161.65,15,39.3,"Wayne Inc",Mid-Market,Marketplace,paid
2024-10-03,ORD-100980,LATAM,Argentina,E. Santos,Retab Split,Platform,26,28.12,694.56,5,42.1,"Globex Inc",Strategic,Marketplace,pending
2024-08-13,ORD-100981,EMEA,South Africa,K. Nakamura,Audit Logs,Add-on,208,899.24,140281.44,25,58.7,"Hooli LLC",Enterprise,Direct,paid
2024-09-09,ORD-100982,EMEA,Germany,R. Okafor,Retab Classify,Platform,132,51.99,6862.68,0,47.9,"Globex Co",Strategic,Self-Serve,pending
2024-02-23,ORD-100983,EMEA,Germany,P. Novak,Consensus Add-on,Add-on,48,1030.84,42058.27,15,69.3,"Wayne Co",Enterprise,Partner,paid
2024-08-04,ORD-100984,APAC,Australia,A. Chen,Audit Logs,Add-on,189,2266.21,342650.95,20,65.8,"Umbra LLC",Mid-Market,Direct,paid
2024-03-23,ORD-100985,LATAM,Chile,E. Santos,Retab Parse,Platform,147,198.36,24785.08,15,46.3,"Massive SA",Mid-Market,Marketplace,pending
2024-05-14,ORD-100986,LATAM,Brazil,K. Nakamura,Consensus Add-on,Add-on,168,2506.24,357891.07,15,52.8,"Initech GmbH",Strategic,Marketplace,refunded
2024-02-19,ORD-100987,APAC,South Korea,S. Patel,Consensus Add-on,Add-on,17,2431.74,41339.58,0,80.4,"Initech Inc",Strategic,Direct,paid
2024-10-08,ORD-100988,APAC,Australia,J. Müller,Priority Support,Services,79,196.46,15520.34,0,80.5,"Soylent LLC",Mid-Market,Partner,refunded
2024-04-23,ORD-100989,North America,United States,S. Patel,Priority Support,Services,135,526.94,71136.9,0,73.2,"Vandelay Ltd",Mid-Market,Self-Serve,paid
2024-02-21,ORD-100990,EMEA,UAE,F. Haddad,Audit Logs,Add-on,58,2714.24,157425.92,0,61.8,"Massive SA",Mid-Market,Self-Serve,paid
2024-07-24,ORD-100991,APAC,Singapore,R. Okafor,Enterprise SSO,Add-on,249,214.67,40089.62,25,52.2,"Hooli Inc",Enterprise,Self-Serve,paid
2024-11-09,ORD-100992,North America,United States,D. Walsh,Onboarding,Services,36,48.81,1757.16,0,71.6,"Umbra SA",Mid-Market,Marketplace,paid
2024-10-29,ORD-100993,EMEA,Germany,N. Costa,Priority Support,Services,19,53.54,915.53,10,44.2,"Stark Inc",Mid-Market,Partner,paid
2024-03-13,ORD-100994,APAC,India,S. Patel,Retab Parse,Platform,164,29.12,4775.68,0,72.0,"Massive SA",Strategic,Self-Serve,paid
2024-10-04,ORD-100995,LATAM,Argentina,F. Haddad,Retab Extract,Platform,226,2704.17,519471.06,15,76.5,"Acme SA",Enterprise,Direct,refunded
2024-08-26,ORD-100996,LATAM,Argentina,F. Haddad,Volume Credits,Usage,195,93.55,18242.25,0,41.9,"Massive Ltd",Enterprise,Partner,refunded
2024-09-10,ORD-100997,LATAM,Colombia,H. Kim,Retab Parse,Platform,164,31.12,4593.31,10,75.1,"Hooli GmbH",Enterprise,Marketplace,refunded
2024-05-08,ORD-100998,APAC,Japan,J. Müller,Retab Parse,Platform,26,1060.14,26185.46,5,63.8,"Umbra Ltd",Enterprise,Direct,refunded
2024-09-06,ORD-100999,LATAM,Colombia,K. Nakamura,Retab Parse,Platform,155,29.52,4575.6,0,63.3,"Globex LLC",Strategic,Marketplace,refunded
2024-01-21,ORD-101000,APAC,Singapore,A. Chen,Volume Credits,Usage,147,2510.38,295220.69,20,73.8,"Stark Co",Mid-Market,Partner,paid
2024-11-18,ORD-101001,APAC,Japan,F. Haddad,Consensus Add-on,Add-on,236,211.02,37350.54,25,75.4,"Hooli GmbH",Enterprise,Self-Serve,paid
2024-05-21,ORD-101002,LATAM,Brazil,T. Andersson,Priority Support,Services,118,1097.1,116512.02,10,71.8,"Initech LLC",Enterprise,Marketplace,paid
2024-03-29,ORD-101003,LATAM,Brazil,N. Costa,Priority Support,Services,91,502.82,43468.79,5,51.9,"Hooli Inc",Startup,Marketplace,paid
2024-11-14,ORD-101004,LATAM,Argentina,D. Walsh,Onboarding,Services,52,106.05,4135.95,25,53.4,"Wayne GmbH",Mid-Market,Partner,paid
2024-01-09,ORD-101005,North America,United States,J. Müller,Audit Logs,Add-on,80,518.98,37366.56,10,71.3,"Soylent LLC",Startup,Partner,paid
2024-02-16,ORD-101006,LATAM,Chile,F. Haddad,Retab Split,Platform,184,99.65,14668.48,20,43.9,"Stark Inc",Enterprise,Direct,paid
2024-04-25,ORD-101007,LATAM,Brazil,S. Patel,Retab Classify,Platform,141,50.64,6426.22,10,39.2,"Umbra Co",Mid-Market,Partner,paid
2024-11-27,ORD-101008,EMEA,Germany,T. Andersson,Retab Parse,Platform,76,53.55,3052.35,25,74.9,"Stark Ltd",Mid-Market,Marketplace,paid
2024-09-22,ORD-101009,LATAM,Colombia,K. Nakamura,Consensus Add-on,Add-on,181,2739.86,446323.19,10,57.0,"Vandelay LLC",Enterprise,Direct,refunded
2024-03-09,ORD-101010,APAC,Australia,S. Patel,Enterprise SSO,Add-on,149,45.05,5034.34,25,61.6,"Globex Ltd",Enterprise,Partner,paid
2024-05-17,ORD-101011,North America,Canada,T. Andersson,Audit Logs,Add-on,113,202.62,22896.06,0,79.9,"Initech Inc",Strategic,Direct,paid
2024-09-01,ORD-101012,EMEA,United Kingdom,P. Novak,Priority Support,Services,17,954.26,14600.18,10,79.7,"Acme Co",Strategic,Marketplace,refunded
2024-03-09,ORD-101013,LATAM,Argentina,J. Müller,Volume Credits,Usage,80,518.68,37344.96,10,52.5,"Massive Ltd",Mid-Market,Self-Serve,paid
2024-11-08,ORD-101014,North America,Mexico,N. Costa,Priority Support,Services,151,30.59,4619.09,0,65.0,"Soylent SA",Mid-Market,Partner,paid
2024-11-03,ORD-101015,EMEA,South Africa,P. Novak,Retab Split,Platform,8,1084.68,8677.44,0,52.6,"Globex SA",Strategic,Marketplace,paid
2024-12-22,ORD-101016,LATAM,Argentina,R. Okafor,Priority Support,Services,47,27.9,1311.3,0,69.1,"Hooli SA",Mid-Market,Self-Serve,paid
2024-04-12,ORD-101017,EMEA,France,T. Andersson,Retab Extract,Platform,87,209.02,16366.27,10,38.9,"Massive Inc",Startup,Self-Serve,paid
2024-03-27,ORD-101018,North America,Mexico,K. Nakamura,Retab Parse,Platform,2,96.72,193.44,0,73.2,"Massive Ltd",Startup,Partner,paid
2024-11-21,ORD-101019,LATAM,Argentina,E. Santos,Enterprise SSO,Add-on,56,91.02,5097.12,0,64.4,"Massive LLC",Mid-Market,Partner,paid
2024-01-16,ORD-101020,North America,Mexico,T. Andersson,Retab Extract,Platform,207,107.61,22275.27,0,53.4,"Initech Ltd",Mid-Market,Direct,paid
2024-04-08,ORD-101021,EMEA,Italy,T. Andersson,Priority Support,Services,241,216.06,41656.37,20,72.5,"Globex Co",Startup,Self-Serve,paid
2024-07-06,ORD-101022,EMEA,Germany,N. Costa,Volume Credits,Usage,49,2451.16,102090.81,15,40.6,"Wayne Co",Startup,Direct,refunded
2024-12-01,ORD-101023,APAC,South Korea,K. Nakamura,Audit Logs,Add-on,148,1005.38,119036.99,20,71.3,"Umbra GmbH",Mid-Market,Marketplace,paid
2024-05-29,ORD-101024,LATAM,Colombia,P. Novak,Onboarding,Services,97,28.94,2105.39,25,42.6,"Soylent SA",Strategic,Self-Serve,paid
2024-05-27,ORD-101025,North America,Mexico,A. Chen,Retab Parse,Platform,49,27.88,1366.12,0,66.2,"Acme Ltd",Startup,Self-Serve,paid
2024-04-06,ORD-101026,APAC,South Korea,T. Andersson,Retab Parse,Platform,211,2591.05,437369.24,20,70.5,"Soylent LLC",Enterprise,Direct,paid
2024-02-20,ORD-101027,LATAM,Argentina,P. Novak,Retab Classify,Platform,183,90.54,15740.38,5,59.8,"Massive Co",Startup,Direct,paid
2024-04-15,ORD-101028,North America,Canada,K. Nakamura,Retab Parse,Platform,232,50.56,9970.43,15,81.3,"Stark LLC",Strategic,Direct,paid
2024-03-13,ORD-101029,EMEA,Italy,N. Costa,Consensus Add-on,Add-on,226,206.18,41937.01,10,47.0,"Hooli SA",Startup,Marketplace,paid
2024-07-12,ORD-101030,APAC,Australia,H. Kim,Volume Credits,Usage,65,450.14,23407.28,20,39.8,"Wayne LLC",Mid-Market,Direct,refunded
2024-02-28,ORD-101031,North America,United States,N. Costa,Volume Credits,Usage,18,49.36,888.48,0,79.5,"Hooli Co",Strategic,Self-Serve,pending
2024-05-26,ORD-101032,APAC,South Korea,S. Patel,Consensus Add-on,Add-on,28,2308.78,61413.55,5,79.8,"Soylent SA",Mid-Market,Direct,paid
2024-09-02,ORD-101033,North America,United States,J. Müller,Retab Classify,Platform,10,2443.05,24430.5,0,71.6,"Globex LLC",Enterprise,Marketplace,refunded
2024-03-14,ORD-101034,LATAM,Brazil,K. Nakamura,Enterprise SSO,Add-on,197,51.63,8645.44,15,39.9,"Acme LLC",Enterprise,Partner,paid
2024-08-24,ORD-101035,EMEA,UAE,H. Kim,Retab Parse,Platform,101,185.19,16833.77,10,60.2,"Umbra LLC",Mid-Market,Self-Serve,refunded
2024-08-12,ORD-101036,North America,Canada,K. Nakamura,Retab Extract,Platform,216,50.0,9720.0,10,62.5,"Initech Ltd",Startup,Direct,refunded
2024-02-03,ORD-101037,LATAM,Brazil,H. Kim,Audit Logs,Add-on,185,51.2,8051.2,15,54.3,"Initech Inc",Mid-Market,Direct,paid
2024-01-02,ORD-101038,North America,Canada,H. Kim,Audit Logs,Add-on,31,2361.31,73200.61,0,62.8,"Globex Inc",Strategic,Marketplace,paid
2024-12-17,ORD-101039,LATAM,Colombia,M. Dubois,Retab Classify,Platform,175,203.48,30267.65,15,81.1,"Wayne SA",Strategic,Self-Serve,paid
2024-03-14,ORD-101040,APAC,Australia,A. Chen,Onboarding,Services,66,47.71,3148.86,0,57.0,"Hooli LLC",Strategic,Marketplace,refunded
2024-10-04,ORD-101041,EMEA,Spain,N. Costa,Retab Split,Platform,216,969.62,167550.34,20,56.5,"Stark SA",Strategic,Marketplace,paid
2024-08-25,ORD-101042,APAC,India,S. Patel,Priority Support,Services,171,184.4,29955.78,5,48.8,"Umbra Ltd",Enterprise,Marketplace,pending
2024-07-28,ORD-101043,APAC,India,A. Chen,Retab Classify,Platform,101,48.71,3689.78,25,51.2,"Massive SA",Mid-Market,Partner,paid
2024-10-09,ORD-101044,EMEA,UAE,P. Novak,Onboarding,Services,240,492.19,88594.2,25,39.0,"Umbra SA",Mid-Market,Self-Serve,refunded
2024-12-14,ORD-101045,EMEA,UAE,F. Haddad,Onboarding,Services,148,2649.36,392105.28,0,56.1,"Wayne LLC",Mid-Market,Marketplace,paid
2024-11-08,ORD-101046,North America,Mexico,F. Haddad,Retab Extract,Platform,202,26.6,5373.2,0,78.5,"Acme GmbH",Startup,Self-Serve,paid
2024-04-13,ORD-101047,EMEA,Germany,K. Nakamura,Consensus Add-on,Add-on,216,28.21,5179.36,15,63.7,"Wayne SA",Mid-Market,Self-Serve,paid
2024-02-21,ORD-101048,EMEA,Germany,E. Santos,Retab Split,Platform,107,29.19,2498.66,20,45.0,"Soylent Co",Enterprise,Partner,paid
2024-12-05,ORD-101049,EMEA,Spain,D. Walsh,Retab Extract,Platform,194,26.89,4173.33,20,58.8,"Wayne LLC",Startup,Self-Serve,paid
2024-10-26,ORD-101050,EMEA,Spain,R. Okafor,Retab Parse,Platform,249,216.77,45879.37,15,77.0,"Globex GmbH",Mid-Market,Partner,pending
2024-06-02,ORD-101051,LATAM,Argentina,N. Costa,Retab Extract,Platform,240,2729.12,622239.36,5,80.3,"Vandelay GmbH",Startup,Self-Serve,pending
2024-09-10,ORD-101052,North America,Mexico,A. Chen,Audit Logs,Add-on,107,47.68,4591.58,10,46.4,"Hooli Ltd",Strategic,Self-Serve,paid
2024-01-27,ORD-101053,EMEA,UAE,R. Okafor,Consensus Add-on,Add-on,68,218.75,12643.75,15,39.8,"Wayne Co",Enterprise,Direct,paid
2024-11-15,ORD-101054,North America,Mexico,H. Kim,Audit Logs,Add-on,5,96.64,362.4,25,54.7,"Acme Co",Enterprise,Marketplace,paid
2024-07-06,ORD-101055,LATAM,Colombia,E. Santos,Priority Support,Services,34,103.34,3337.88,5,59.5,"Hooli Inc",Startup,Self-Serve,pending
2024-02-28,ORD-101056,North America,United States,F. Haddad,Retab Extract,Platform,63,27.13,1709.19,0,44.8,"Umbra Inc",Startup,Direct,refunded
2024-01-07,ORD-101057,APAC,South Korea,R. Okafor,Retab Extract,Platform,40,511.59,15347.7,25,65.8,"Vandelay Co",Startup,Direct,refunded
2024-03-12,ORD-101058,EMEA,UAE,A. Chen,Retab Extract,Platform,48,30.27,1452.96,0,38.2,"Umbra LLC",Startup,Marketplace,paid
2024-11-16,ORD-101059,EMEA,Spain,E. Santos,Retab Classify,Platform,182,203.2,36982.4,0,58.6,"Massive Inc",Mid-Market,Direct,paid
2024-03-31,ORD-101060,EMEA,France,M. Dubois,Retab Split,Platform,225,506.53,108270.79,5,68.8,"Globex LLC",Enterprise,Partner,paid
2024-07-21,ORD-101061,APAC,South Korea,S. Patel,Onboarding,Services,130,956.12,99436.48,20,49.0,"Vandelay Co",Startup,Self-Serve,paid
2024-03-23,ORD-101062,North America,United States,H. Kim,Retab Extract,Platform,127,106.97,13585.19,0,65.3,"Stark Inc",Strategic,Direct,refunded
2024-12-11,ORD-101063,North America,Canada,K. Nakamura,Audit Logs,Add-on,198,102.92,20378.16,0,63.0,"Vandelay SA",Strategic,Self-Serve,paid
2024-06-02,ORD-101064,LATAM,Chile,E. Santos,Enterprise SSO,Add-on,191,46.34,8850.94,0,39.9,"Vandelay SA",Strategic,Self-Serve,paid
2024-08-25,ORD-101065,LATAM,Colombia,J. Müller,Retab Split,Platform,37,1049.06,31052.18,20,79.8,"Initech GmbH",Mid-Market,Marketplace,paid
2024-01-08,ORD-101066,LATAM,Argentina,K. Nakamura,Retab Split,Platform,152,46.23,7026.96,0,55.2,"Initech GmbH",Mid-Market,Direct,paid
2024-07-19,ORD-101067,EMEA,France,H. Kim,Enterprise SSO,Add-on,72,45.96,2481.84,25,57.0,"Initech SA",Startup,Self-Serve,paid
2024-02-04,ORD-101068,APAC,Singapore,A. Chen,Audit Logs,Add-on,75,46.4,2610.0,25,73.4,"Stark SA",Enterprise,Partner,paid
2024-11-18,ORD-101069,APAC,South Korea,F. Haddad,Onboarding,Services,157,29.57,4178.24,10,53.0,"Vandelay Co",Mid-Market,Self-Serve,pending
2024-08-30,ORD-101070,North America,United States,E. Santos,Volume Credits,Usage,95,188.9,15253.67,15,68.3,"Vandelay Co",Enterprise,Self-Serve,pending
2024-06-18,ORD-101071,EMEA,Germany,F. Haddad,Priority Support,Services,201,1013.44,193516.37,5,69.2,"Massive LLC",Mid-Market,Marketplace,pending
2024-08-28,ORD-101072,North America,Canada,E. Santos,Enterprise SSO,Add-on,226,28.33,6402.58,0,65.4,"Globex Ltd",Strategic,Self-Serve,paid
2024-08-18,ORD-101073,LATAM,Argentina,A. Chen,Consensus Add-on,Add-on,183,47.67,8723.61,0,58.8,"Umbra Co",Enterprise,Self-Serve,pending
2024-09-04,ORD-101074,EMEA,South Africa,F. Haddad,Consensus Add-on,Add-on,245,98.7,20554.27,15,64.6,"Soylent LLC",Mid-Market,Direct,paid
2024-02-01,ORD-101075,EMEA,Italy,L. Rossi,Enterprise SSO,Add-on,73,51.85,3028.04,20,68.8,"Acme GmbH",Mid-Market,Partner,paid
2024-01-13,ORD-101076,North America,Mexico,M. Dubois,Onboarding,Services,21,98.31,2064.51,0,57.7,"Stark Ltd",Strategic,Self-Serve,paid
2024-05-20,ORD-101077,LATAM,Chile,R. Okafor,Retab Classify,Platform,181,494.34,89475.54,0,63.8,"Vandelay Inc",Startup,Self-Serve,pending
2024-09-01,ORD-101078,APAC,Australia,M. Dubois,Priority Support,Services,213,974.03,207468.39,0,65.7,"Vandelay SA",Enterprise,Direct,refunded
2024-05-24,ORD-101079,APAC,South Korea,M. Dubois,Audit Logs,Add-on,11,454.67,5001.37,0,59.9,"Globex LLC",Startup,Partner,refunded
2024-04-30,ORD-101080,North America,Canada,T. Andersson,Priority Support,Services,87,28.49,2478.63,0,59.7,"Soylent Inc",Strategic,Marketplace,refunded
2024-03-20,ORD-101081,North America,United States,H. Kim,Volume Credits,Usage,41,30.52,1126.19,10,48.0,"Acme Co",Startup,Direct,refunded
2024-12-23,ORD-101082,EMEA,Spain,K. Nakamura,Retab Parse,Platform,11,51.53,566.83,0,80.0,"Initech Ltd",Enterprise,Marketplace,refunded
2024-12-09,ORD-101083,LATAM,Brazil,P. Novak,Enterprise SSO,Add-on,196,98.85,15499.68,20,62.2,"Acme LLC",Startup,Partner,paid
2024-10-25,ORD-101084,LATAM,Brazil,S. Patel,Priority Support,Services,180,29.47,4508.91,15,60.4,"Initech SA",Mid-Market,Direct,refunded
2024-11-14,ORD-101085,APAC,India,S. Patel,Enterprise SSO,Add-on,96,487.86,44492.83,5,71.2,"Hooli GmbH",Enterprise,Self-Serve,paid
2024-03-02,ORD-101086,APAC,Singapore,J. Müller,Retab Parse,Platform,115,545.68,50202.56,20,47.0,"Globex Inc",Startup,Partner,paid
2024-10-18,ORD-101087,APAC,Australia,F. Haddad,Audit Logs,Add-on,210,96.25,20212.5,0,66.5,"Umbra Ltd",Enterprise,Partner,pending
2024-01-13,ORD-101088,APAC,Japan,K. Nakamura,Retab Classify,Platform,213,52.53,10629.45,5,60.0,"Stark Co",Strategic,Marketplace,pending
2024-03-25,ORD-101089,LATAM,Colombia,F. Haddad,Enterprise SSO,Add-on,153,104.84,15238.49,5,41.4,"Globex Inc",Startup,Direct,paid
2024-05-20,ORD-101090,North America,Canada,H. Kim,Volume Credits,Usage,98,1012.61,99235.78,0,42.3,"Vandelay LLC",Mid-Market,Marketplace,refunded
2024-07-09,ORD-101091,North America,Canada,L. Rossi,Onboarding,Services,168,27.83,4675.44,0,77.5,"Hooli LLC",Strategic,Partner,paid
2024-11-21,ORD-101092,North America,Canada,T. Andersson,Retab Split,Platform,4,26.6,101.08,5,58.0,"Massive Co",Enterprise,Self-Serve,paid
2024-12-25,ORD-101093,LATAM,Brazil,F. Haddad,Retab Split,Platform,56,28.41,1272.77,20,39.3,"Wayne SA",Strategic,Marketplace,paid
2024-01-07,ORD-101094,North America,Mexico,A. Chen,Retab Extract,Platform,246,2687.11,594926.15,10,69.6,"Umbra GmbH",Enterprise,Partner,paid
2024-12-19,ORD-101095,LATAM,Brazil,N. Costa,Retab Parse,Platform,224,532.47,95418.62,20,62.6,"Wayne LLC",Startup,Self-Serve,paid
2024-02-15,ORD-101096,APAC,Singapore,K. Nakamura,Volume Credits,Usage,140,47.76,5683.44,15,70.0,"Soylent LLC",Enterprise,Marketplace,paid
2024-10-24,ORD-101097,LATAM,Chile,J. Müller,Volume Credits,Usage,89,2395.27,159884.27,25,67.7,"Stark GmbH",Startup,Self-Serve,paid
2024-06-19,ORD-101098,APAC,Singapore,F. Haddad,Volume Credits,Usage,193,535.11,103276.23,0,77.1,"Vandelay Ltd",Mid-Market,Self-Serve,pending
2024-11-19,ORD-101099,EMEA,South Africa,T. Andersson,Audit Logs,Add-on,36,2645.08,76178.3,20,41.6,"Stark Inc",Startup,Direct,pending
2024-01-03,ORD-101100,APAC,South Korea,F. Haddad,Retab Split,Platform,190,50.8,8204.2,15,59.5,"Vandelay Co",Enterprise,Marketplace,pending
2024-12-02,ORD-101101,LATAM,Argentina,F. Haddad,Audit Logs,Add-on,90,980.62,88255.8,0,47.9,"Wayne LLC",Mid-Market,Direct,pending
2024-02-25,ORD-101102,LATAM,Argentina,H. Kim,Retab Extract,Platform,178,93.89,13369.94,20,51.3,"Umbra Ltd",Startup,Partner,paid
2024-01-09,ORD-101103,North America,Canada,J. Müller,Retab Extract,Platform,54,52.21,2819.34,0,40.9,"Wayne Inc",Enterprise,Marketplace,paid
2024-12-23,ORD-101104,APAC,India,H. Kim,Onboarding,Services,96,47.08,3389.76,25,65.9,"Massive Inc",Strategic,Direct,paid
2024-06-12,ORD-101105,APAC,Japan,N. Costa,Consensus Add-on,Add-on,180,213.37,30725.28,20,71.1,"Globex SA",Enterprise,Marketplace,paid
2024-07-13,ORD-101106,North America,Canada,J. Müller,Retab Extract,Platform,122,99.87,12184.14,0,48.8,"Globex SA",Enterprise,Partner,pending
2024-08-28,ORD-101107,North America,Canada,A. Chen,Consensus Add-on,Add-on,142,2600.98,277004.37,25,47.5,"Stark Inc",Mid-Market,Direct,pending
2024-08-15,ORD-101108,North America,Mexico,N. Costa,Retab Split,Platform,119,102.9,9796.08,20,73.3,"Soylent Co",Startup,Self-Serve,pending
