#,date,authored_at,short_sha,sha,subject,author,parent_count,diff_basis,repo_files_changed,repo_insertions,repo_deletions,repo_loc_changed,repo_areas_changed,pdf_viewer_path_files_changed,pdf_viewer_path_insertions,pdf_viewer_path_deletions,pdf_viewer_path_loc_changed,pdf_related_files_changed,pdf_related_loc_changed,pdf_related_categories,pdf_related_files,pdf_behavior_summary,regression_relevance
180,2026-06-19,2026-06-19T13:24:45+02:00,701fef5,701fef5eef20c627dbeac818d582bc43c51f84fe,refine homepage modules,Sacha Ichbiah,1,parent,10,268,203,471,homepage: 10 files / 471 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
181,2026-06-19,2026-06-19T13:41:25+02:00,bd84df5,bd84df5d183292dcf2d8a520e75520f1ce2eeec7,tighten homepage modules,Sacha Ichbiah,1,parent,12,908,445,1353,homepage: 12 files / 1353 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
182,2026-06-19,2026-06-19T13:43:48+02:00,fe31492,fe31492598a990fc15db2eb8a47197140198adb3,tighten latest card,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
183,2026-06-19,2026-06-19T14:55:50+02:00,1f80996,1f809962cf53be6c9f8aab474ee29fa143b7d927,update ui registry,Sacha Ichbiah,1,parent,62,2221,1296,3517,homepage: 15 files / 1676 LOC; registry ui: 14 files / 703 LOC; tests: 3 files / 399 LOC; registry blocks: 3 files / 374 LOC; registry json: 17 files / 201 LOC; registry.json: 1 files / 61 LOC; reference: 1 files / 46 LOC; components: 4 files / 34 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
184,2026-06-19,2026-06-19T14:56:16+02:00,60ced4f,60ced4feb835c18df0cc01e50e2af251712fdfbe,update homepage types,Sacha Ichbiah,1,parent,2,7,9,16,homepage: 2 files / 16 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
185,2026-06-19,2026-06-19T14:56:57+02:00,53567a6,53567a6b25ee2d56c977030255ae2720bf2c35fc,update homepage content,Sacha Ichbiah,1,parent,2,10,9,19,homepage: 2 files / 19 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
186,2026-06-19,2026-06-19T14:57:18+02:00,fb11f85,fb11f85ac34f0fc6e35342fe8b7afda7a6ec7714,fix homepage content,Sacha Ichbiah,1,parent,1,9,0,9,homepage: 1 files / 9 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
187,2026-06-19,2026-06-19T15:04:16+02:00,c199847,c19984768a1c3729344152a35a06c9542ef47d92,polish homepage details,Sacha Ichbiah,1,parent,5,29,24,53,homepage: 5 files / 53 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
188,2026-06-19,2026-06-19T15:09:58+02:00,fb9ce51,fb9ce519d78cb6a1da31833e1ffbfe1e6d2f623f,finish homepage modularization,Sacha Ichbiah,1,parent,9,120,162,282,homepage: 9 files / 282 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
189,2026-06-19,2026-06-19T15:18:40+02:00,e2aa9bb,e2aa9bb517f8e988c04fa2ccb01fc18e52ceb0c3,finish homepage mobile polish,Sacha Ichbiah,1,parent,5,37,59,96,homepage: 5 files / 96 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
190,2026-06-19,2026-06-19T15:20:21+02:00,7d69b4b,7d69b4b5cba135e8ff6e8af2bf89e5c360a361b9,polish homepage buttons,Sacha Ichbiah,1,parent,1,3,3,6,homepage: 1 files / 6 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
191,2026-06-19,2026-06-19T15:22:18+02:00,49c58f4,49c58f4515ac6c136ab97275004ee512c8fc8e1b,split homepage header,Sacha Ichbiah,1,parent,3,47,372,419,homepage: 3 files / 419 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
192,2026-06-19,2026-06-19T15:23:52+02:00,c84c779,c84c77934f3544b8e649892574217d2fcde4ca47,tighten homepage hero kicker,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
193,2026-06-19,2026-06-19T15:25:13+02:00,aa1bd4f,aa1bd4ff90c08bf82c965dc2371fa7508d3e4920,refine homepage interactions,Sacha Ichbiah,1,parent,5,12,18,30,homepage: 5 files / 30 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
194,2026-06-19,2026-06-19T15:26:48+02:00,92a97e2,92a97e2de23e4e3cdec63a89a201447d118d157c,tune homepage hero,Sacha Ichbiah,1,parent,2,6,1,7,app: 1 files / 5 LOC; homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
195,2026-06-19,2026-06-19T15:31:46+02:00,94b4a9a,94b4a9a63a06630aac0f97cffa27e7c653b8021e,match vercel hero copy,Sacha Ichbiah,1,parent,2,27,8,35,homepage: 2 files / 35 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
196,2026-06-19,2026-06-19T15:33:04+02:00,b0a9966,b0a9966f30feba10cd496c438f6fbf979d22e53c,update tree,Sacha Ichbiah,1,parent,21,719,118,837,registry ui: 7 files / 407 LOC; tests: 5 files / 390 LOC; registry json: 5 files / 24 LOC; homepage: 4 files / 16 LOC,1,253,45,298,3,466,registry output; scroll state; tests,registry/new-york-v4/ui/pdf-viewer-scroll.ts (+253/-45) | tests/pdf-viewer-scroll.test.tsx (+164/-0) | public/r/pdf-viewer.json (+2/-2),Introduced or changed scrolling-vs-settled rendering quality/DPR behavior. Added scroll activity/direction tracking. Changed scroll anchor preservation across layout changes. Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-scroll.ts | tests/pdf-viewer-scroll.test.tsx,P2 behavior-adjacent PDF rendering change.
197,2026-06-19,2026-06-19T15:37:53+02:00,5ea177b,5ea177b64dd041ec0e8f98c748e4e53c3d501e5d,match vercel homepage geometry,Sacha Ichbiah,1,parent,4,26,16,42,homepage: 4 files / 42 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
198,2026-06-19,2026-06-19T15:40:38+02:00,d44a0b3,d44a0b349097a436614cba0cf1ad8ac9fb350e23,match hero row hover,Sacha Ichbiah,1,parent,1,12,6,18,homepage: 1 files / 18 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
199,2026-06-19,2026-06-19T15:45:18+02:00,ff0d656,ff0d656186ecf7a96e6f6fc632cea3b5c95460f7,add agent command dropdown,Sacha Ichbiah,1,parent,4,121,20,141,homepage: 4 files / 141 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
200,2026-06-19,2026-06-19T15:57:29+02:00,d8a5f74,d8a5f74c53304bb2c42fea7a889cbc447bab7187,polish vercel homepage,Sacha Ichbiah,1,parent,13,257,155,412,homepage: 13 files / 412 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
201,2026-06-19,2026-06-19T15:59:21+02:00,6e5abb9,6e5abb9c5f3bc29cc0de9c15dc33048329cbd0e5,remove viewport indicator,Sacha Ichbiah,1,parent,1,0,2,2,app: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
202,2026-06-19,2026-06-19T16:30:46+02:00,e68811e,e68811e09b3ce75d57c3e1ef74f5cf140c15cb94,polish homepage details,Sacha Ichbiah,1,parent,10,146,143,289,homepage: 10 files / 289 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
203,2026-06-19,2026-06-19T16:31:44+02:00,d449008,d449008c1b0d16342f19ddf275254384ff4427c9,align homepage hero,Sacha Ichbiah,1,parent,3,4,4,8,homepage: 3 files / 8 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
204,2026-06-19,2026-06-19T16:37:46+02:00,ac224dc,ac224dc57b385506ac8db18e80feed39f00f890b,align homepage cta spacing,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
205,2026-06-19,2026-06-19T16:40:25+02:00,460c3fe,460c3fe769f141b2f6267d9feff8603f9a7576a5,fix latest section clipping,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
206,2026-06-19,2026-06-19T16:41:30+02:00,d5e2335,d5e2335a169dd2b630d193abc470aa169b389964,align homepage mobile sections,Sacha Ichbiah,1,parent,2,35,50,85,homepage: 2 files / 85 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
207,2026-06-19,2026-06-19T16:45:10+02:00,5fa0749,5fa074980aeb62493f5b2365c4868ec74ddaa5a4,tighten homepage parity,Sacha Ichbiah,1,parent,8,210,209,419,homepage: 8 files / 419 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
208,2026-06-19,2026-06-19T16:47:05+02:00,da6bd3e,da6bd3eb9dc116cef38d9058d68fa0cf7dc2fdd7,add retab-ui rules,Sacha Ichbiah,1,parent,1444,91051,89065,180116,tests: 220 files / 99639 LOC; registry ui: 332 files / 41103 LOC; components: 354 files / 23460 LOC; registry: 26 files / 3906 LOC; registry blocks: 57 files / 2710 LOC; view routes: 18 files / 2214 LOC; registry json: 119 files / 1677 LOC; e2e: 6 files / 1401 LOC,29,1515,1406,2921,67,11069,PDF related; PDF source overlays; benchmark; canvas sizing; docs; layout geometry; loading / error states; page canvas rendering; page metrics; public types; registry output; render cache; render scheduler; scroll state; tests; thumbnail UI; viewer composition; viewer entrypoint; virtualization; zoom / DPR,tests/pdf-viewer.test.tsx (+1684/-1662) | tests/pdf-viewer-resource.test.ts (+397/-395) | registry/new-york-v4/ui/pdf-viewer-scroll.ts (+373/-291) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+306/-295) | tests/pdf-viewer-interactions.test.tsx (+246/-241) | tests/pdf-viewer-switching.test.tsx (+159/-157) | tests/pdf-viewer-scroll.test.tsx (+157/-155) | registry/new-york-v4/ui/pdf-thumbnail-layout.ts (+110/-110) | tests/pdf-viewer-virtualization.test.tsx (+109/-107) | e2e/pdf-thumbnail-sidebar.spec.ts (+107/-107) | registry/new-york-v4/ui/pdf-viewer-layout.ts (+106/-106) | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx (+104/-102) | registry/new-york-v4/ui/pdf-viewer-page.tsx (+99/-97) | registry/new-york-v4/ui/use-pdf-page-metrics.ts (+99/-97) | registry/new-york-v4/ui/use-pdf-thumbnail-page-metrics.ts (+95/-93) | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts (+91/-90) | tests/pdf-source.test.tsx (+88/-84) | tests/pdf-viewer-virtualization-reset.test.tsx (+89/-75) | tests/pdf-viewer-layout-edge.test.ts (+88/-70) | registry/new-york-v4/ui/pdf-viewer-render-cache.ts (+71/-72) | tests/pdf-viewer-layout-fuzz.test.ts (+68/-68) | registry/new-york-v4/ui/pdf-viewer-scale.ts (+67/-67) | tests/pdf-viewer-scale.test.tsx (+67/-67) | tests/pdf-viewer-layout.test.ts (+65/-65) | registry/new-york-v4/ui/pdf-viewer-context.tsx (+63/-61) | tests/pdf-viewer-scale-hook.test.tsx (+59/-59) | tests/pdf-viewer-page-sizes.test.tsx (+57/-55) | registry/new-york-v4/ui/pdf-viewer-virtualization.ts (+56/-54) | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx (+54/-52) | registry/new-york-v4/ui/use-pdf-thumbnail-window.ts (+44/-42) | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx (+42/-42) | registry/new-york-v4/ui/pdf-thumbnail-canvas.tsx (+40/-40) | components/file-thumbnail/renderers/pdf-thumbnail.tsx (+39/-38) | registry/new-york-v4/ui/pdf-viewer-types.ts (+32/-32) | public/r/pdf-viewer.json (+30/-30) | registry/new-york-v4/ui/pdf-source.tsx (+28/-28) | registry/new-york-v4/ui/pdf-viewer-page-sizes.ts (+29/-27) | tests/pdf-viewer-canvas.test.ts (+26/-26) | tests/pdf-viewer-render-error.test.ts (+23/-21) | app/(view)/pdf-viewer-benchmark/page.tsx (+21/-21) | ... 27 more files,Introduced or changed scrolling-vs-settled rendering quality/DPR behavior. Added or modified page render scheduling/concurrency. Added or modified canvas render cache reuse. Changed page projection to manually managed React roots. Separated visible pages from render/preload windows. Added async page metric preloading for page sizes. Added scroll activity/direction tracking. Changed scroll anchor preservation across layout changes. Changed page layout geometry model. Changed page virtualization/windowing. Changed page scroll tracking/navigation. Updated PDF tests. Files: app/(view)/pdf-viewer-benchmark/page.tsx | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx | components/file-thumbnail/renderers/pdf-thumbnail.tsx | components/pdf-viewer-demo.tsx | components/ui/pdf-source.tsx | components/ui/pdf-viewer-content.tsx | components/ui/pdf-viewer-context.tsx | components/ui/pdf-viewer-layout.ts | components/ui/pdf-viewer-page-sizes.ts | components/ui/pdf-viewer-page.tsx | components/ui/pdf-viewer-scale.ts | components/ui/pdf-viewer-scroll.ts | components/ui/pdf-viewer-states.tsx | components/ui/pdf-viewer-thumbnails.tsx | components/ui/pdf-viewer-types.ts | components/ui/pdf-viewer-virtualization.ts | components/ui/pdf-viewer.tsx | content/docs/components/file-viewer/navigation/file-viewer-thumbnails.mdx | content/docs/components/file-viewer/renderers/pdf.mdx | public/r/pdf-document-resource.json | public/r/pdf-source.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer-thumbnails.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-source.tsx | registry/new-york-v4/ui/pdf-thumbnail-canvas.tsx | registry/new-york-v4/ui/pdf-thumbnail-item.tsx | registry/new-york-v4/ui/pdf-thumbnail-layout.ts | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx | registry/new-york-v4/ui/pdf-viewer-canvas.ts | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-layout.ts | registry/new-york-v4/ui/pdf-viewer-page-sizes.ts | registry/new-york-v4/ui/pdf-viewer-page.tsx | registry/new-york-v4/ui/pdf-viewer-render-cache.ts | registry/new-york-v4/ui/pdf-viewer-render-error.ts | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts | registry/new-york-v4/ui/pdf-viewer-scale.ts | registry/new-york-v4/ui/pdf-viewer-scroll.ts | registry/new-york-v4/ui/pdf-viewer-states.tsx | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer-virtualization.ts | registry/new-york-v4/ui/pdf-viewer.tsx | registry/new-york-v4/ui/use-pdf-page-metrics.ts | tests/pdf-source.test.tsx | tests/pdf-viewer-canvas.test.ts | tests/pdf-viewer-interactions.test.tsx | tests/pdf-viewer-layout-edge.test.ts | tests/pdf-viewer-layout-fuzz.test.ts | tests/pdf-viewer-layout.test.ts | tests/pdf-viewer-page-sizes.test.tsx | tests/pdf-viewer-render-error.test.ts | tests/pdf-viewer-resource.test.ts | tests/pdf-viewer-scale-hook.test.tsx | tests/pdf-viewer-scale.test.tsx | tests/pdf-viewer-scroll.test.tsx | tests/pdf-viewer-switching.test.tsx | tests/pdf-viewer-virtualization-reset.test.tsx | tests/pdf-viewer-virtualization.test.tsx | tests/pdf-viewer.test.tsx,P2 large PDF core change; inspect if reverting beyond focused fix.
209,2026-06-19,2026-06-19T16:48:45+02:00,cdd3f39,cdd3f39cdfb346b53aec5b63a60e95188b304f0b,update homepage,Sacha Ichbiah,1,parent,11,1047,68,1115,homepage: 11 files / 1115 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
210,2026-06-19,2026-06-19T16:49:21+02:00,8bec47f,8bec47ffbed2ce9fd61373f2b61be9dd05717af3,update hero,Sacha Ichbiah,1,parent,1,23,36,59,homepage: 1 files / 59 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
211,2026-06-19,2026-06-19T16:49:54+02:00,bc35262,bc35262b2e208d95dc3a84ccab0c43cb0401ae2a,update section header,Sacha Ichbiah,1,parent,1,7,5,12,homepage: 1 files / 12 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
212,2026-06-19,2026-06-19T16:58:30+02:00,fd14c83,fd14c83653723170637c9012f8aabc09fe42b7b2,simplify homepage css,Sacha Ichbiah,1,parent,8,93,929,1022,homepage: 8 files / 1022 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
213,2026-06-19,2026-06-19T17:11:39+02:00,8fa6a21,8fa6a2103aceb56e6397cced9c99b19d863e0abc,reduce homepage css module,Sacha Ichbiah,1,parent,4,68,187,255,homepage: 4 files / 255 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
214,2026-06-19,2026-06-19T17:13:48+02:00,afe013c,afe013c066c44bc0db139e9c87ee3400842acd5c,clean skip link styles,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
215,2026-06-19,2026-06-19T17:19:02+02:00,1fa3716,1fa371680e31d127cbf7adff43ded4924e35757d,improve homepage hero parity,Sacha Ichbiah,1,parent,2,10,14,24,homepage: 2 files / 24 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
216,2026-06-19,2026-06-19T17:27:19+02:00,0d8dcbd,0d8dcbdbb9049d869b13b5b919ae4f727852383a,align homepage latest cards,Sacha Ichbiah,1,parent,1,3,3,6,homepage: 1 files / 6 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
217,2026-06-19,2026-06-19T17:31:10+02:00,e685cb7,e685cb7fd41e7f42f75ac06793726d19dfeeeee2,set homepage background gray,Sacha Ichbiah,1,parent,3,3,3,6,homepage: 3 files / 6 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
218,2026-06-19,2026-06-19T17:40:58+02:00,8dc836b,8dc836bdaa901f1f986172fa356c72c0f1ed78ad,polish homepage code,Sacha Ichbiah,1,parent,13,224,210,434,homepage: 13 files / 434 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
219,2026-06-19,2026-06-19T17:42:43+02:00,b400c96,b400c96fe790a772654ccb10c067e0b4652ae9ff,soften homepage background,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
220,2026-06-19,2026-06-19T17:44:39+02:00,bef5813,bef5813d88f15a816eecdd4c21cf3ff506fc0d95,format homepage primitives,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
221,2026-06-19,2026-06-19T17:45:34+02:00,13dae9a,13dae9ac1194b0c4221e2a7c342542f8fe5c99af,add homepage marketing container token,Sacha Ichbiah,1,parent,1,1,0,1,app: 1 files / 1 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
222,2026-06-19,2026-06-19T17:47:15+02:00,fda19f3,fda19f329e2a3509974e7eebde7351835ee8da66,use homepage background token,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
223,2026-06-19,2026-06-19T17:50:57+02:00,6afcafb,6afcafb16d950891df47e5697984a9dce6bc88af,refine homepage code quality,Sacha Ichbiah,1,parent,4,32,20,52,homepage: 4 files / 52 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
224,2026-06-19,2026-06-19T17:54:25+02:00,247e082,247e0829528e91c10a3b91fdfdaca0a95db6104e,use header background token,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
225,2026-06-19,2026-06-19T17:57:35+02:00,3ef6eb2,3ef6eb2c0eaf639c0333e07ffeb12bd86252c884,improve homepage parity,Sacha Ichbiah,1,parent,6,104,61,165,homepage: 5 files / 158 LOC; app: 1 files / 7 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
226,2026-06-19,2026-06-19T18:01:29+02:00,1e92f15,1e92f15ce6674aa4bc6038bc4342473f13ed640b,restore hero kicker hover,Sacha Ichbiah,1,parent,1,32,5,37,homepage: 1 files / 37 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
227,2026-06-19,2026-06-19T18:03:10+02:00,d881438,d88143885843fdd09d5e73fd092e5527e977a740,polish homepage hero code,Sacha Ichbiah,1,parent,3,31,11,42,homepage: 3 files / 42 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
228,2026-06-19,2026-06-19T18:05:49+02:00,021ad86,021ad8699e77ebfe7cfdf468a8cda2a82bbf9d75,copy homepage command text,Sacha Ichbiah,1,parent,1,18,6,24,homepage: 1 files / 24 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
229,2026-06-19,2026-06-19T18:06:39+02:00,319fb5a,319fb5a0449e0cc0ac3ed441abb3ec2237b3629f,polish homepage code,Sacha Ichbiah,1,parent,8,156,568,724,homepage: 7 files / 713 LOC; app: 1 files / 11 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
230,2026-06-19,2026-06-19T18:13:30+02:00,9259151,92591511c18fc0b4ed851b09deca5f398d3d767e,update tree,Sacha Ichbiah,1,parent,225,3193,2527,5720,registry ui: 81 files / 3249 LOC; components: 49 files / 1080 LOC; registry json: 41 files / 558 LOC; tests: 31 files / 409 LOC; hooks: 10 files / 141 LOC; registry.json: 1 files / 125 LOC; registry blocks: 4 files / 57 LOC; view routes: 4 files / 44 LOC,9,198,177,375,22,641,PDF related; benchmark; page canvas rendering; page metrics; registry output; render cache; render scheduler; scroll state; tests; thumbnail UI; viewer composition; virtualization,registry/new-york-v4/ui/pdf-viewer-scroll.ts (+58/-59) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+60/-46) | tests/pdf-viewer.test.tsx (+23/-22) | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx (+19/-16) | tests/pdf-viewer-scroll.test.tsx (+16/-17) | public/r/pdf-viewer.json (+16/-16) | registry/new-york-v4/ui/use-pdf-thumbnail-page-metrics.ts (+17/-14) | registry/new-york-v4/ui/use-pdf-page-metrics.ts (+17/-13) | registry/new-york-v4/ui/pdf-viewer-virtualization.ts (+13/-14) | tests/pdf-viewer-virtualization.test.tsx (+16/-10) | registry/new-york-v4/ui/pdf-viewer-page.tsx (+16/-8) | registry/new-york-v4/ui/use-pdf-thumbnail-document.ts (+11/-6) | tests/pdf-viewer-page-sizes.test.tsx (+10/-7) | tests/pdf-viewer-virtualization-reset.test.tsx (+8/-8) | registry/new-york-v4/ui/pdf-viewer-render-cache.ts (+3/-11) | registry/new-york-v4/ui/use-pdf-thumbnail-window.ts (+10/-4) | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts (+7/-6) | public/r/pdf-thumbnails-block.json (+5/-5) | public/r/pdf-viewer-thumbnails.json (+5/-5) | registry/new-york-v4/ui/pdf-viewer-page-sizes.ts (+5/-4) | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx (+4/-4) | tests/pdf-viewer-layout-fuzz.test.ts (+5/-2),Introduced or changed scrolling-vs-settled rendering quality/DPR behavior. Added or modified page render scheduling/concurrency. Added or modified canvas render cache reuse. Changed page projection to manually managed React roots. Separated visible pages from render/preload windows. Added async page metric preloading for page sizes. Added scroll activity/direction tracking. Changed scroll anchor preservation across layout changes. Changed page virtualization/windowing. Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Files: app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer-thumbnails.json | public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-page-sizes.ts | registry/new-york-v4/ui/pdf-viewer-page.tsx | registry/new-york-v4/ui/pdf-viewer-render-cache.ts | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts | registry/new-york-v4/ui/pdf-viewer-scroll.ts | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx | registry/new-york-v4/ui/pdf-viewer-virtualization.ts | registry/new-york-v4/ui/use-pdf-page-metrics.ts | tests/pdf-viewer-layout-fuzz.test.ts | tests/pdf-viewer-page-sizes.test.tsx | tests/pdf-viewer-scroll.test.tsx | tests/pdf-viewer-virtualization-reset.test.tsx | tests/pdf-viewer-virtualization.test.tsx | tests/pdf-viewer.test.tsx,P2 behavior-adjacent PDF rendering change.
231,2026-06-19,2026-06-19T18:29:49+02:00,7f0835d,7f0835dd3f2a4f4c3fcc6fb14755af4c2d76e387,fix homepage dark mode,Sacha Ichbiah,1,parent,15,70,66,136,homepage: 15 files / 136 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
232,2026-06-22,2026-06-22T10:15:05+02:00,6bd8716,6bd8716d54d96f9843aaae867cee2f67f932bceb,update tree,Sacha Ichbiah,1,parent,3,4,2,6,app: 1 files / 4 LOC; next-env.d.ts: 1 files / 2 LOC; tmp: 1 files / 0 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
233,2026-06-22,2026-06-22T10:29:46+02:00,4947870,4947870b448cc4848c3625c78136d0526cbc09f2,use retab homepage navigation,Sacha Ichbiah,1,parent,7,360,364,724,homepage: 7 files / 724 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
234,2026-06-22,2026-06-22T10:32:50+02:00,d9af65d,d9af65dd91f1c84e089bfc103a4619c7b8bdf19a,move homepage links to footer,Sacha Ichbiah,1,parent,1,7,24,31,homepage: 1 files / 31 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
235,2026-06-22,2026-06-22T10:44:21+02:00,dc1b73c,dc1b73c75a8b01afd73f3009bf3dbd7bab2b3cc1,fix header opacity,Sacha Ichbiah,1,parent,2,2,2,4,homepage: 2 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
236,2026-06-22,2026-06-22T11:55:28+02:00,a5cb168,a5cb1687a2e67c1a568ce09ff034c9064569c3ef,update homepage,Sacha Ichbiah,1,parent,37,31341,8930,40271,public: 7 files / 22371 LOC; pnpm-lock.yaml: 1 files / 13825 LOC; homepage: 27 files / 4020 LOC; app: 1 files / 54 LOC; package.json: 1 files / 1 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
